-0.72714,-0.6871,-0.72865,-0.92915,-0.55009,-0.52486,-0.18507,-0.31819,-0.10144,-0.42857,-0.62569,-0.60551,-0.40867,-0.92327,-0.87381,-0.57032,-0.4299,-0.45475,-0.035556,-0.11366,0.11109,-0.0078724,-0.20208,0.088208,0.32603,0.21027,0.39153,0.60478,0.34882,-0.30883,-0.82016,-0.50573,-0.024677,0.55485,0.70073,0.69899,0.38662,0.18831,-0.036053,-0.42767,-0.96526,-0.32161,-0.26937,0.096625,-0.24908,-0.61986,-0.61934,-0.19557,-0.61333,-0.21455,-0.53785,-0.94579,-0.68831,-0.12865,-0.70068,-0.1641,0.0056818,-0.62929,-0.50964,-0.87991,1
-0.35398,-0.55679,-0.45598,-0.69995,-0.43393,0.33351,0.14881,0.51092,-0.033911,-0.21093,0.31263,0.85111,0.93897,0.55182,0.49122,0.88927,1,0.76603,0.58426,0.53296,-0.0092749,-0.21624,-0.2807,-0.247,-0.3832,-0.49796,-0.4138,-0.48888,-0.1317,-0.69852,-0.27935,-0.42867,-0.6835,-0.5487,-0.77846,-0.17298,-0.23814,-0.85983,-0.69028,-0.5963,-0.69566,-0.87131,-0.63766,-0.58052,-0.82343,-0.94432,-0.80804,-0.55556,-0.58708,-0.85212,-0.751,-0.78317,-0.56364,-0.77778,-0.60091,-0.041026,-0.22159,-0.78947,-0.71901,-0.82448,1
-0.63569,-0.50621,-0.28778,-0.5126,-0.53994,0.17065,0.29762,0.63881,0.63572,0.73917,0.71388,1,0.54311,0.04094,0.29361,0.37777,0.32836,0.49112,0.77467,0.70441,0.57293,0.33279,-0.20949,-0.30151,0.043238,-0.67133,-0.035823,0.69802,0.19562,0.68339,0.75041,0.042687,-0.70913,-0.47069,-0.17991,-0.40262,0.26066,0.32536,0.055029,0.0026144,-0.0070643,-0.38193,-0.44937,-0.42747,-0.39977,-0.95173,-0.51177,-0.55436,-0.86875,-0.74303,-0.93426,-0.36091,-0.16364,-0.50292,-0.21088,0.23077,0.77841,-0.26316,-0.48209,-0.66744,1
-0.87463,-0.85855,-0.60053,-0.9301,-0.93,-0.85703,-0.4237,-0.46152,-0.84511,-0.67081,-0.83213,-0.48535,-1,-0.58998,-0.65934,-0.59923,-0.92871,-0.60395,-0.24974,-0.29003,-0.53014,-0.29026,0.058175,-0.056039,-0.40574,-0.027866,0.0032566,-0.53973,-0.60511,-0.37232,0.25951,0.5583,0.18513,-0.30366,-0.23699,-0.40887,0.10584,0.75335,1,0.97168,0.33434,0.20879,-0.16979,-0.17496,0.22121,0.0021942,-0.038392,-0.056005,-0.31247,-0.28727,-0.51992,-0.6776,-0.83896,-0.18129,-0.64172,-0.64615,-0.73296,-0.81236,-0.78512,-0.4873,1
0.10177,-0.43421,-0.69382,-0.84023,-0.73472,-0.70599,-0.36364,0.063727,0.033319,0.24296,0.09542,0.089097,0.17231,-0.20347,-0.097803,0.051089,0.44172,0.20894,-0.67641,-0.14812,-0.23356,-0.16716,0.095051,0.057269,-0.40143,-0.69953,0.36863,1,0.4444,-0.12411,0.0073025,0.1357,-0.49512,-0.83699,-0.64652,-0.17319,-0.069976,-0.41063,-0.48197,-0.49608,-0.62501,-0.41685,-0.52231,-0.7833,-0.80324,-0.85518,-0.8707,-0.94909,-0.76779,-0.88848,-0.68924,-0.93438,-0.74545,-0.44444,-0.52834,-0.94359,-0.60796,-0.79405,-0.41598,-0.59353,1
-0.6003,-0.6168,-0.82786,-0.94484,-0.83921,-0.52271,-0.36796,-0.21588,-0.39879,-0.16316,-0.23465,0.17644,0.77314,0.63453,1,1,0.89804,0.7974,0.41805,-0.044093,-0.67074,-0.22994,0.12896,-0.46051,-0.63053,0.070823,0.031201,-0.28654,-0.33705,-0.051028,0.11128,-0.017299,-0.40733,-0.57901,-0.7578,-0.44032,-0.24426,-0.21493,-0.22349,-0.30741,-0.4564,-0.36655,-0.81301,-0.68101,-0.66107,-0.70132,-0.77436,-0.7041,-0.73347,-0.80364,-0.79283,-0.89444,-0.95325,-0.83626,-0.96825,-0.5641,-0.69318,-0.89016,-0.72452,-0.74134,1
-0.55457,-0.1856,-0.14192,-0.35806,-0.18488,-0.13572,-0.62229,-0.4064,-0.4053,-0.027599,-0.5755,-0.87632,-0.90528,-0.28246,0.080951,0.074293,-0.0050772,-0.19231,-0.6781,-0.23438,0.52002,0.94581,0.87072,0.090052,0.030328,0.3008,0.099275,0.059078,-0.58746,-0.67274,0.16164,0.32981,-0.47748,-0.64791,-0.43827,0.024798,0.26875,-0.18894,0.076955,0.31067,0.078633,-0.43321,-0.49386,-0.54934,-0.62923,-0.83626,-0.5929,-0.37287,-0.48814,-0.61455,-0.61155,-0.44936,0.26234,-0.2924,-0.70975,-0.31282,-0.49432,-0.35927,-0.80716,-0.55196,1
-0.25664,-0.53536,-0.45664,-0.87589,-0.44661,-0.55926,-0.46212,-0.75391,-0.58833,-0.22065,-0.2874,-0.16471,-0.28804,-0.27235,0.12248,-0.14228,-0.53,-0.82878,0.30065,0.872,0.543,0.049586,0.32373,0.83076,0.51086,0.60789,0.763,0.19535,-0.42715,-0.8956,-0.81777,-0.95057,-0.89226,-0.19576,-0.29569,-0.80444,-0.65799,-0.26235,-0.17415,-0.47081,-0.81679,-0.47741,-0.51403,-0.62974,-0.38982,-0.35272,-0.59254,-0.84786,-0.71227,-0.56849,-0.89641,-0.79173,-0.4026,-0.79532,-0.47846,-0.52308,-0.53409,-0.79863,-0.74105,-0.78291,1
-0.69322,-0.68367,-0.69185,-0.80171,-0.70581,-0.73717,-0.61039,-0.98104,-0.81964,-0.60704,-0.75415,-0.58441,0.050525,-0.31422,-0.66255,-0.80175,-1,-0.28914,0.45319,0.98395,0.95826,0.77303,0.30317,-0.17078,-0.35779,0.41976,0.91827,0.45513,-0.043831,-0.79099,-0.44959,-0.17052,-0.43442,-0.34436,-0.34847,-0.5754,-0.53816,-0.51274,-0.72401,-0.41721,-0.49091,-0.58877,-0.45144,-0.71683,-0.71993,-0.6514,-0.47157,-0.30279,-0.21555,0.064242,-0.87849,-0.60913,-0.36104,-0.21053,-0.76417,-0.76923,-0.64773,-0.5881,-0.68044,-0.9261,1
-0.78024,-0.85684,-0.78187,-0.99429,-0.93913,-0.69417,-0.44643,-0.71687,-0.7373,-0.96053,-0.85481,-0.75967,-0.6885,-0.87274,-0.9665,-0.80236,-0.48668,-0.40592,-0.42268,-0.21297,0.17116,0.51989,0.83109,0.94242,0.8375,0.45919,0.64051,0.77501,0.45394,0.33866,0.16556,0.017974,-0.44891,-0.98007,-0.9957,-0.79274,-0.72819,-0.79453,-0.93148,-0.92702,-0.93978,-0.66667,-0.58696,-0.64339,-0.89423,-0.8113,-0.68598,-0.69272,-0.90712,-0.52,-0.76494,-0.76605,0.13247,-0.011696,-0.64626,-0.6718,-0.83523,-0.85355,-0.69697,-0.84296,1
