2000000	0
2000001	1
2000002	1
2000003	1
2000004	1
2000005	0
2000006	1
2000007	1
2000008	1
2000009	1
2000010	1
2000011	1
2000012	1
2000013	1
2000014	1
2000015	1
2000016	1
2000017	1
2000018	1
2000019	1
2000020	0
2000021	0
2000022	1
2000023	0
2000024	1
2000025	1
2000026	1
2000027	1
2000028	1
2000029	1
2000030	1
2000031	1
2000032	0
2000033	0
2000034	1
2000035	1
2000036	0
2000037	1
2000038	1
2000039	1
2000040	1
2000041	0
2000042	1
2000043	1
2000044	1
2000045	1
2000046	1
2000047	1
2000048	1
2000049	0
2000050	1
2000051	0
2000052	1
2000053	1
2000054	1
2000055	0
2000056	0
2000057	1
2000058	0
2000059	1
2000060	1
2000061	1
2000062	1
2000063	1
2000064	0
2000065	0
2000066	1
2000067	0
2000068	0
2000069	1
2000070	1
2000071	1
2000072	0
2000073	1
2000074	1
2000075	0
2000076	1
2000077	1
2000078	1
2000079	1
2000080	1
2000081	1
2000082	0
2000083	1
2000084	0
2000085	1
2000086	1
2000087	1
2000088	1
2000089	0
2000090	1
2000091	1
2000092	1
2000093	1
2000094	1
2000095	1
2000096	1
2000097	0
2000098	1
2000099	1
2000100	1
2000101	0
2000102	1
2000103	1
2000104	1
2000105	1
2000106	1
2000107	1
2000108	1
2000109	1
2000110	0
2000111	1
2000112	1
2000113	1
2000114	1
2000115	1
2000116	1
2000117	1
2000118	1
2000119	1
2000120	1
2000121	1
2000122	1
2000123	1
2000124	1
2000125	1
2000126	0
2000127	1
2000128	0
2000129	1
2000130	1
2000131	0
2000132	0
2000133	1
2000134	1
2000135	1
2000136	1
2000137	1
2000138	1
2000139	0
2000140	1
2000141	1
2000142	1
2000143	0
2000144	1
2000145	1
2000146	1
2000147	1
2000148	1
2000149	0
2000150	1
2000151	1
2000152	1
2000153	1
2000154	0
2000155	1
2000156	0
2000157	0
2000158	1
2000159	0
2000160	1
2000161	0
2000162	1
2000163	1
2000164	1
2000165	1
2000166	0
2000167	1
2000168	0
2000169	0
2000170	0
2000171	1
2000172	0
2000173	0
2000174	1
2000175	1
2000176	1
2000177	1
2000178	1
2000179	1
2000180	1
2000181	0
2000182	1
2000183	1
2000184	0
2000185	1
2000186	1
2000187	1
2000188	1
2000189	0
2000190	1
2000191	1
2000192	1
2000193	1
2000194	1
2000195	1
2000196	1
2000197	1
2000198	1
2000199	1
2000200	0
2000201	1
2000202	1
2000203	1
2000204	1
2000205	1
2000206	1
2000207	1
2000208	1
2000209	0
2000210	1
2000211	1
2000212	0
2000213	1
2000214	0
2000215	1
2000216	0
2000217	1
2000218	0
2000219	1
2000220	1
2000221	1
2000222	0
2000223	1
2000224	0
2000225	1
2000226	1
2000227	1
2000228	1
2000229	1
2000230	1
2000231	1
2000232	0
2000233	1
2000234	1
2000235	1
2000236	1
2000237	1
2000238	1
2000239	1
2000240	1
2000241	1
2000242	1
2000243	1
2000244	1
2000245	1
2000246	1
2000247	1
2000248	0
2000249	1
2000250	1
2000251	0
2000252	0
2000253	0
2000254	1
2000255	1
2000256	1
2000257	0
2000258	1
2000259	0
2000260	1
2000261	1
2000262	1
2000263	1
2000264	1
2000265	1
2000266	1
2000267	1
2000268	1
2000269	1
2000270	1
2000271	0
2000272	0
2000273	0
2000274	1
2000275	1
2000276	1
2000277	1
2000278	0
2000279	1
2000280	1
2000281	0
2000282	1
2000283	0
2000284	1
2000285	1
2000286	1
2000287	1
2000288	0
2000289	1
2000290	1
2000291	1
2000292	1
2000293	1
2000294	1
2000295	1
2000296	1
2000297	1
2000298	1
2000299	1
2000300	1
2000301	1
2000302	1
2000303	1
2000304	1
2000305	0
2000306	1
2000307	1
2000308	1
2000309	1
2000310	0
2000311	1
2000312	1
2000313	1
2000314	1
2000315	0
2000316	1
2000317	0
2000318	1
2000319	1
2000320	0
2000321	0
2000322	1
2000323	0
2000324	1
2000325	1
2000326	1
2000327	1
2000328	1
2000329	1
2000330	0
2000331	1
2000332	1
2000333	1
2000334	1
2000335	1
2000336	1
2000337	1
2000338	1
2000339	0
2000340	1
2000341	1
2000342	1
2000343	1
2000344	1
2000345	1
2000346	0
2000347	0
2000348	1
2000349	0
2000350	1
2000351	1
2000352	0
2000353	1
2000354	1
2000355	0
2000356	1
2000357	1
2000358	1
2000359	1
2000360	1
2000361	0
2000362	1
2000363	0
2000364	1
2000365	1
2000366	1
2000367	1
2000368	1
2000369	0
2000370	1
2000371	1
2000372	1
2000373	1
2000374	1
2000375	1
2000376	1
2000377	1
2000378	0
2000379	0
2000380	1
2000381	1
2000382	0
2000383	1
2000384	1
2000385	1
2000386	0
2000387	1
2000388	0
2000389	1
2000390	0
2000391	1
2000392	1
2000393	1
2000394	1
2000395	1
2000396	0
2000397	0
2000398	0
2000399	1
2000400	1
2000401	0
2000402	0
2000403	0
2000404	1
2000405	1
2000406	0
2000407	1
2000408	1
2000409	1
2000410	1
2000411	0
2000412	1
2000413	1
2000414	1
2000415	1
2000416	0
2000417	1
2000418	1
2000419	1
2000420	1
2000421	1
2000422	1
2000423	1
2000424	1
2000425	0
2000426	1
2000427	0
2000428	1
2000429	1
2000430	1
2000431	1
2000432	1
2000433	1
2000434	1
2000435	1
2000436	1
2000437	1
2000438	1
2000439	1
2000440	1
2000441	1
2000442	1
2000443	1
2000444	1
2000445	1
2000446	1
2000447	1
2000448	1
2000449	0
2000450	0
2000451	1
2000452	1
2000453	1
2000454	1
2000455	0
2000456	1
2000457	1
2000458	0
2000459	0
2000460	1
2000461	1
2000462	1
2000463	1
2000464	1
2000465	1
2000466	1
2000467	1
2000468	1
2000469	0
2000470	0
2000471	1
2000472	0
2000473	0
2000474	1
2000475	1
2000476	1
2000477	0
2000478	0
2000479	1
2000480	1
2000481	1
2000482	1
2000483	1
2000484	1
2000485	1
2000486	1
2000487	1
2000488	0
2000489	1
2000490	0
2000491	1
2000492	0
2000493	1
2000494	0
2000495	1
2000496	1
2000497	1
2000498	1
2000499	1
2000500	1
2000501	1
2000502	1
2000503	0
2000504	1
2000505	0
2000506	1
2000507	1
2000508	0
2000509	1
2000510	1
2000511	1
2000512	1
2000513	1
2000514	1
2000515	1
2000516	1
2000517	1
2000518	0
2000519	1
2000520	1
2000521	1
2000522	1
2000523	1
2000524	1
2000525	1
2000526	1
2000527	1
2000528	1
2000529	0
2000530	0
2000531	1
2000532	1
2000533	1
2000534	1
2000535	1
2000536	1
2000537	1
2000538	0
2000539	1
2000540	1
2000541	0
2000542	1
2000543	1
2000544	1
2000545	1
2000546	0
2000547	1
2000548	1
2000549	1
2000550	1
2000551	1
2000552	0
2000553	1
2000554	0
2000555	1
2000556	1
2000557	1
2000558	1
2000559	1
2000560	1
2000561	1
2000562	1
2000563	1
2000564	1
2000565	0
2000566	1
2000567	1
2000568	0
2000569	1
2000570	1
2000571	1
2000572	1
2000573	0
2000574	1
2000575	1
2000576	1
2000577	1
2000578	1
2000579	1
2000580	0
2000581	1
2000582	0
2000583	1
2000584	1
2000585	0
2000586	1
2000587	0
2000588	1
2000589	0
2000590	1
2000591	1
2000592	1
2000593	0
2000594	0
2000595	1
2000596	1
2000597	0
2000598	1
2000599	0
2000600	1
2000601	1
2000602	0
2000603	1
2000604	1
2000605	1
2000606	0
2000607	1
2000608	1
2000609	0
2000610	0
2000611	1
2000612	1
2000613	0
2000614	1
2000615	1
2000616	1
2000617	1
2000618	1
2000619	1
2000620	0
2000621	0
2000622	1
2000623	0
2000624	1
2000625	1
2000626	1
2000627	1
2000628	1
2000629	1
2000630	1
2000631	1
2000632	1
2000633	1
2000634	1
2000635	1
2000636	1
2000637	1
2000638	1
2000639	1
2000640	1
2000641	0
2000642	0
2000643	1
2000644	1
2000645	1
2000646	1
2000647	1
2000648	0
2000649	1
2000650	1
2000651	1
2000652	1
2000653	1
2000654	1
2000655	1
2000656	1
2000657	1
2000658	1
2000659	1
2000660	1
2000661	0
2000662	1
2000663	1
2000664	0
2000665	0
2000666	0
2000667	1
2000668	1
2000669	1
2000670	0
2000671	1
2000672	0
2000673	1
2000674	1
2000675	1
2000676	1
2000677	1
2000678	1
2000679	1
2000680	0
2000681	1
2000682	1
2000683	0
2000684	1
2000685	1
2000686	1
2000687	1
2000688	1
2000689	1
2000690	1
2000691	1
2000692	0
2000693	1
2000694	1
2000695	1
2000696	1
2000697	1
2000698	1
2000699	1
2000700	0
2000701	1
2000702	0
2000703	1
2000704	1
2000705	0
2000706	1
2000707	1
2000708	1
2000709	0
2000710	1
2000711	1
2000712	1
2000713	0
2000714	1
2000715	1
2000716	1
2000717	1
2000718	1
2000719	1
2000720	1
2000721	1
2000722	1
2000723	1
2000724	0
2000725	1
2000726	1
2000727	1
2000728	1
2000729	1
2000730	0
2000731	1
2000732	1
2000733	1
2000734	1
2000735	1
2000736	1
2000737	0
2000738	1
2000739	1
2000740	1
2000741	1
2000742	0
2000743	1
2000744	1
2000745	1
2000746	1
2000747	0
2000748	0
2000749	1
2000750	1
2000751	0
2000752	0
2000753	1
2000754	1
2000755	1
2000756	1
2000757	1
2000758	1
2000759	1
2000760	0
2000761	0
2000762	1
2000763	0
2000764	1
2000765	0
2000766	1
2000767	1
2000768	1
2000769	1
2000770	0
2000771	1
2000772	1
2000773	0
2000774	1
2000775	1
2000776	1
2000777	1
2000778	1
2000779	1
2000780	1
2000781	1
2000782	0
2000783	1
2000784	0
2000785	1
2000786	1
2000787	1
2000788	0
2000789	1
2000790	1
2000791	1
2000792	1
2000793	1
2000794	0
2000795	1
2000796	1
2000797	1
2000798	1
2000799	1
2000800	1
2000801	0
2000802	0
2000803	1
2000804	1
2000805	1
2000806	0
2000807	0
2000808	1
2000809	1
2000810	1
2000811	1
2000812	0
2000813	1
2000814	1
2000815	1
2000816	1
2000817	1
2000818	1
2000819	1
2000820	1
2000821	1
2000822	1
2000823	1
2000824	1
2000825	0
2000826	1
2000827	1
2000828	0
2000829	0
2000830	1
2000831	0
2000832	1
2000833	0
2000834	1
2000835	0
2000836	1
2000837	1
2000838	0
2000839	1
2000840	1
2000841	1
2000842	1
2000843	0
2000844	0
2000845	1
2000846	0
2000847	1
2000848	1
2000849	1
2000850	1
2000851	1
2000852	1
2000853	0
2000854	1
2000855	0
2000856	1
2000857	1
2000858	1
2000859	1
2000860	1
2000861	1
2000862	1
2000863	0
2000864	1
2000865	0
2000866	1
2000867	1
2000868	1
2000869	1
2000870	1
2000871	0
2000872	1
2000873	1
2000874	1
2000875	1
2000876	1
2000877	1
2000878	0
2000879	1
2000880	1
2000881	1
2000882	1
2000883	0
2000884	0
2000885	1
2000886	0
2000887	1
2000888	0
2000889	0
2000890	1
2000891	1
2000892	1
2000893	1
2000894	1
2000895	1
2000896	1
2000897	1
2000898	1
2000899	1
2000900	1
2000901	0
2000902	1
2000903	1
2000904	1
2000905	1
2000906	1
2000907	1
2000908	1
2000909	0
2000910	1
2000911	0
2000912	1
2000913	1
2000914	1
2000915	1
2000916	1
2000917	1
2000918	0
2000919	1
2000920	1
2000921	1
2000922	1
2000923	1
2000924	1
2000925	1
2000926	1
2000927	0
2000928	1
2000929	0
2000930	0
2000931	1
2000932	0
2000933	1
2000934	0
2000935	0
2000936	1
2000937	1
2000938	1
2000939	1
2000940	0
2000941	1
2000942	1
2000943	0
2000944	1
2000945	0
2000946	1
2000947	1
2000948	1
2000949	0
2000950	1
2000951	1
2000952	0
2000953	0
2000954	1
2000955	0
2000956	0
2000957	1
2000958	1
2000959	1
2000960	1
2000961	1
2000962	0
2000963	0
2000964	1
2000965	1
2000966	1
2000967	0
2000968	1
2000969	0
2000970	0
2000971	1
2000972	1
2000973	1
2000974	1
2000975	0
2000976	0
2000977	1
2000978	0
2000979	1
2000980	1
2000981	1
2000982	0
2000983	1
2000984	1
2000985	1
2000986	1
2000987	1
2000988	1
2000989	1
2000990	1
2000991	0
2000992	1
2000993	1
2000994	1
2000995	1
2000996	1
2000997	1
2000998	0
2000999	1
2001000	1
2001001	1
2001002	1
2001003	1
2001004	1
2001005	0
2001006	0
2001007	1
2001008	1
2001009	1
2001010	1
2001011	1
2001012	1
2001013	1
2001014	1
2001015	1
2001016	1
2001017	0
2001018	1
2001019	1
2001020	1
2001021	0
2001022	1
2001023	1
2001024	1
2001025	1
2001026	1
2001027	1
2001028	1
2001029	1
2001030	1
2001031	0
2001032	1
2001033	1
2001034	1
2001035	1
2001036	0
2001037	1
2001038	1
2001039	1
2001040	1
2001041	1
2001042	1
2001043	1
2001044	1
2001045	0
2001046	0
2001047	1
2001048	1
2001049	0
2001050	1
2001051	1
2001052	1
2001053	1
2001054	1
2001055	1
2001056	1
2001057	1
2001058	1
2001059	1
2001060	1
2001061	0
2001062	1
2001063	1
2001064	1
2001065	1
2001066	0
2001067	1
2001068	1
2001069	1
2001070	1
2001071	0
2001072	1
2001073	1
2001074	1
2001075	0
2001076	1
2001077	1
2001078	1
2001079	1
2001080	1
2001081	1
2001082	1
2001083	1
2001084	0
2001085	1
2001086	1
2001087	1
2001088	0
2001089	1
2001090	1
2001091	1
2001092	1
2001093	0
2001094	1
2001095	1
2001096	1
2001097	1
2001098	1
2001099	1
2001100	0
2001101	1
2001102	1
2001103	1
2001104	1
2001105	1
2001106	1
2001107	0
2001108	1
2001109	0
2001110	1
2001111	1
2001112	1
2001113	0
2001114	1
2001115	1
2001116	1
2001117	1
2001118	1
2001119	1
2001120	0
2001121	1
2001122	0
2001123	0
2001124	1
2001125	1
2001126	1
2001127	1
2001128	1
2001129	1
2001130	1
2001131	0
2001132	1
2001133	1
2001134	1
2001135	1
2001136	1
2001137	0
2001138	1
2001139	0
2001140	1
2001141	1
2001142	1
2001143	1
2001144	1
2001145	0
2001146	1
2001147	0
2001148	0
2001149	1
2001150	0
2001151	1
2001152	1
2001153	1
2001154	1
2001155	1
2001156	1
2001157	0
2001158	0
2001159	0
2001160	0
2001161	1
